Hole      Core-Sec.-Int.     Depth      Bio.sil.     Age
BDP-96-2     27   1 125      57.57        3.4     1254.1
BDP-96-2     27   1 127      57.59        2.8     1254.4
BDP-96-2     27   1 129      57.61        3.3     1254.6
BDP-96-2     27   1 131      57.63        3.0     1254.9
BDP-96-2     27   1 133      57.65        3.4     1255.1
BDP-96-2     27   1 135      57.67        4.0     1255.4
BDP-96-2     27   1 137      57.69        6.4     1255.7
BDP-96-2     27   1 139      57.71        6.4     1255.9
BDP-96-2     27   1 141      57.73        3.4     1256.2
BDP-96-2     27   1 143      57.75        3.5     1256.4
BDP-96-2     27   1 145      57.77        3.5     1256.7
BDP-96-2     27   1 147      57.79        3.4     1256.9
BDP-96-2     27   1 149      57.81        4.8     1257.2
BDP-96-2     27   1 151      57.83        8.4     1257.4
BDP-96-2     27   1 153      57.85        5.6     1257.7
BDP-96-2     27   1 155      57.87        6.8     1258.0
BDP-96-2     27   1 157      57.89       11.6     1258.2
BDP-96-2     27   1 159      57.91       12.4     1258.5
BDP-96-2     27   1 161      57.93       15.1     1258.7
BDP-96-2     27   1 163      57.95       13.6     1259.6
BDP-96-2     27   1 165      57.97       12.8     1260.4
BDP-96-2     27   1 167      57.99       10.9     1261.3
BDP-96-2     27   1 169      58.01        7.9     1262.1
BDP-96-2     27   1 171      58.03        5.0     1263.0
BDP-96-2     27   1 173      58.05        5.4     1263.8
BDP-96-2     27   1 175      58.07        5.8     1264.7
BDP-96-2     27   1 177      58.09        6.7     1265.5
BDP-96-2     27   1 179      58.11        6.8     1266.4
BDP-96-2     27   1 181      58.13        7.0     1267.2
BDP-96-2     27   1 183      58.15        6.9     1268.1
BDP-96-1     25   1  20      58.19       11.7     1269.8
BDP-96-1     25   1  22      58.21       15.2     1270.6
BDP-96-1     25   1  24      58.23       16.8     1271.5
BDP-96-1     25   1  26      58.25       17.4     1272.3
BDP-96-1     25   1  28      58.27       15.6     1273.2
BDP-96-1     25   1  30      58.29       17.3     1274.0
BDP-96-1     25   1  32      58.31       16.6     1274.9
BDP-96-1     25   1  34      58.33       19.3     1275.7
BDP-96-1     25   1  36      58.35       19.7     1276.6
BDP-96-1     25   1  38      58.37       17.4     1277.4
BDP-96-1     25   1  40      58.39       18.3     1278.3
BDP-96-1     25   1  42      58.41       19.9     1279.2
BDP-96-1     25   1  44      58.43       19.1     1279.9
BDP-96-1     25   1  46      58.45       17.1     1280.6
BDP-96-1     25   1  48      58.47       17.0     1281.3
BDP-96-1     25   1  50      58.49       18.2     1282.0
BDP-96-1     25   1  52      58.51       19.5     1282.8
BDP-96-1     25   1  54      58.53       19.9     1283.5
BDP-96-1     25   1  56      58.55       18.8     1284.2
BDP-96-1     25   1  58      58.57       17.8     1284.9
BDP-96-1     25   1  60      58.59       18.2     1285.7
BDP-96-1     25   1  64      58.63       16.7     1287.1
BDP-96-2     28   1  27      58.65       13.6     1287.8
BDP-96-2     28   1  29      58.67       14.0     1288.6
BDP-96-2     28   1  31      58.69       13.4     1289.3
BDP-96-2     28   1  33      58.71       13.7     1290.0
BDP-96-2     28   1  35      58.73       12.1     1290.7
BDP-96-2     28   1  37      58.75       12.1     1291.5
BDP-96-2     28   1  39      58.77       10.9     1292.2
BDP-96-2     28   1  41      58.79       10.4     1292.9
BDP-96-2     28   1  43      58.81        8.7     1293.6
BDP-96-2     28   1  45      58.83        7.1     1294.4
BDP-96-2     28   1  47      58.85        7.1     1295.1
BDP-96-2     28   1  49      58.87        3.5     1295.8
BDP-96-2     28   1  51      58.89        3.4     1296.5
BDP-96-2     28   1  53      58.91        4.2     1297.3
BDP-96-2     28   1  55      58.93        3.7     1298.0
BDP-96-2     28   1  57      58.95        3.6     1298.7
BDP-96-2     28   1  59      58.97        3.1     1299.4
BDP-96-2     28   1  61      58.99        2.8     1300.2
BDP-96-2     28   1  63      59.01        2.7     1300.9
BDP-96-2     28   1  65      59.03        3.3     1301.6
BDP-96-2     28   1  67      59.05        3.3     1302.3
BDP-96-2     28   1  69      59.07        4.4     1303.1
BDP-96-2     28   1  71      59.09        5.2     1303.8
BDP-96-2     28   1  73      59.11        4.7     1304.5
BDP-96-2     28   1  75      59.13        5.0     1305.2
BDP-96-2     28   1  77      59.15        4.6     1306.0
BDP-96-2     28   1  79      59.17        5.1     1306.7
BDP-96-2     28   1  81      59.19        5.6     1307.4
BDP-96-2     28   1  83      59.21        6.9     1308.1
BDP-96-2     28   1  85      59.23       28.3     1308.9
BDP-96-2     28   1  87      59.25       29.9     1309.6
BDP-96-2     28   1  89      59.27       29.7     1310.3
BDP-96-2     28   1  91      59.29       31.1     1311.0
BDP-96-2     28   1  93      59.31       31.1     1311.8
BDP-96-2     28   1  95      59.33       28.1     1313.0
BDP-96-2     28   1  97      59.35       24.6     1314.2
BDP-96-2     28   1  99      59.37       25.3     1315.5
BDP-96-2     28   1 101      59.39       26.6     1316.7
BDP-96-2     28   1 103      59.41       26.3     1317.9
BDP-96-2     28   1 105      59.43       25.6     1319.2
BDP-96-2     28   1 107      59.45       25.2     1320.4
BDP-96-2     28   1 109      59.47       25.9     1321.6
BDP-96-2     28   1 111      59.49       23.5     1322.8
BDP-96-2     28   1 113      59.51       16.0     1324.1
BDP-96-2     28   1 115      59.53       17.8     1325.3
BDP-96-2     28   1 117      59.55       15.8     1326.5
BDP-96-2     28   1 119      59.57        5.6     1327.8
BDP-96-2     28   1 121      59.59        5.1     1329.0
BDP-96-2     28   1 123      59.61        3.5     1330.2
BDP-96-2     28   1 125      59.63        6.5     1331.5
BDP-96-2     28   1 127      59.65       10.8     1332.7
BDP-96-2     28   1 129      59.67        7.7     1333.2
BDP-96-2     28   1 131      59.69        3.5     1333.6
BDP-96-2     28   1 133      59.71        5.9     1334.1
BDP-96-2     28   1 135      59.73        6.0     1334.5
BDP-96-2     28   1 137      59.75        4.4     1335.0
BDP-96-2     28   1 139      59.77        4.0     1335.4
BDP-96-2     28   1 141      59.79        3.4     1335.9
BDP-96-2     28   1 143      59.81        3.2     1336.3
BDP-96-2     28   1 145      59.83        3.5     1336.8
BDP-96-2     28   1 147      59.85        3.3     1337.2
BDP-96-2     28   1 149      59.87        3.4     1337.7
BDP-96-2     28   1 151      59.89        3.7     1338.1
BDP-96-2     28   1 153      59.91        3.6     1338.6
BDP-96-2     28   1 155      59.93        3.4     1339.0
BDP-96-2     28   1 157      59.95        3.6     1339.5
BDP-96-2     28   1 159      59.97        3.1     1339.9
BDP-96-2     28   1 161      59.99        3.2     1340.4
BDP-96-2     28   1 163      60.01        3.2     1340.8
BDP-96-2     28   1 165      60.03        3.2     1341.3
BDP-96-2     28   1 167      60.05        3.6     1341.7
BDP-96-2     28   1 169      60.07        3.7     1342.2
BDP-96-2     28   1 171      60.09        3.3     1342.6
BDP-96-2     28   1 173      60.11        3.7     1343.1
BDP-96-2     28   1 175      60.13        3.7     1343.5
BDP-96-2     28   1 177      60.15        3.4     1344.0
BDP-96-2     28   1 179      60.17        3.7     1344.4
BDP-96-2     28   1 181      60.19        3.9     1344.9
BDP-96-2     28   1 183      60.21        3.7     1345.3
BDP-96-2     28   1 185      60.23        3.3     1345.8
BDP-96-2     28   1 187      60.25        5.0     1346.2
BDP-96-1     26   1  16      60.47        8.7     1351.2
BDP-96-1     26   1  18      60.49        9.1     1351.6
BDP-96-1     26   1  24      60.55       10.0     1353.0
BDP-96-1     26   1  26      60.57       19.1     1353.5
BDP-96-1     26   1  28      60.59       18.7     1354.3
BDP-96-2     29   1   5      60.61       16.6     1355.1
BDP-96-2     29   1   7      60.63       13.3     1355.9
BDP-96-2     29   1   9      60.65       12.8     1356.7
BDP-96-2     29   1  11      60.67       14.4     1357.5
BDP-96-2     29   1  13      60.69       10.3     1358.3
BDP-96-2     29   1  15      60.71        9.0     1359.1
BDP-96-2     29   1  17      60.73        3.4     1359.9
BDP-96-2     29   1  19      60.75        3.4     1360.8
BDP-96-2     29   1  21      60.77        3.2     1361.6
BDP-96-2     29   1  23      60.79        3.1     1362.4
BDP-96-2     29   1  25      60.81        4.4     1363.2
BDP-96-2     29   1  27      60.83        6.6     1364.0
BDP-96-2     29   1  29      60.85        7.2     1364.8
BDP-96-2     29   1  31      60.87        6.0     1365.6
BDP-96-2     29   1  33      60.89        5.2     1366.4
BDP-96-2     29   1  35      60.91        3.3     1367.3
BDP-96-2     29   1  37      60.93        3.7     1368.1
BDP-96-2     29   1  39      60.95        4.6     1368.9
BDP-96-2     29   1  41      60.97        5.7     1369.7
BDP-96-2     29   1  43      60.99        6.1     1370.5
BDP-96-2     29   1  45      61.01        5.4     1371.3
BDP-96-2     29   1  47      61.03       10.5     1372.1
BDP-96-2     29   1  49      61.05        8.9     1372.9
BDP-96-2     29   1  51      61.07        8.2     1373.8
BDP-96-2     29   1  53      61.09       13.2     1374.6
BDP-96-2     29   1  55      61.11       10.1     1375.1
BDP-96-2     29   1  57      61.13        9.2     1375.6
BDP-96-2     29   1  59      61.15        9.7     1376.1
BDP-96-2     29   1  61      61.17        8.4     1376.6
BDP-96-2     29   1  63      61.19        4.2     1377.1
BDP-96-2     29   1  65      61.21        3.4     1377.6
BDP-96-2     29   1  67      61.23        3.7     1378.1
BDP-96-2     29   1  69      61.25        3.4     1378.6
BDP-96-2     29   1  71      61.27        3.4     1379.1
BDP-96-2     29   1  73      61.29        3.8     1379.6
BDP-96-2     29   1  75      61.31        3.8     1380.1
BDP-96-2     29   1  77      61.33        5.5     1380.6
BDP-96-2     29   1  79      61.35        5.8     1381.2
BDP-96-2     29   1  81      61.37        7.6     1381.7
BDP-96-2     29   1  83      61.39        6.0     1382.2
BDP-96-2     29   1  85      61.41        5.8     1382.7
BDP-96-2     29   1  87      61.43        5.3     1383.2
BDP-96-2     29   1  89      61.45        6.2     1383.7
BDP-96-2     29   1  91      61.47        6.1     1384.2
BDP-96-2     29   1  93      61.49        8.3     1384.7
BDP-96-2     29   1  95      61.51       13.5     1385.2
BDP-96-2     29   1  97      61.53       14.6     1385.7
BDP-96-2     29   1  99      61.55       19.8     1386.2
BDP-96-2     29   1 101      61.57       22.6     1386.7
BDP-96-2     29   1 103      61.59       24.1     1387.2
BDP-96-2     29   1 105      61.61       25.9     1387.7
BDP-96-2     29   1 107      61.63       26.7     1388.2
BDP-96-2     29   1 109      61.65       30.5     1388.8
BDP-96-2     29   1 111      61.67       33.7     1389.3
BDP-96-2     29   1 113      61.69       33.9     1389.8
BDP-96-2     29   1 115      61.71       32.9     1390.3
BDP-96-2     29   1 117      61.73       32.5     1390.8
BDP-96-2     29   1 119      61.75       32.1     1391.3
BDP-96-2     29   1 121      61.77       33.1     1391.8
BDP-96-2     29   1 123      61.79       31.3     1392.3
BDP-96-2     29   1 125      61.81       32.7     1392.8
BDP-96-2     29   1 127      61.83       34.3     1393.3
BDP-96-2     29   1 129      61.85       37.7     1393.8
BDP-96-2     29   1 131      61.87       36.8     1394.3
BDP-96-2     29   1 133      61.89       39.7     1394.8
BDP-96-2     29   1 135      61.91       40.3     1395.3
BDP-96-2     29   1 137      61.93       40.3     1395.8
BDP-96-2     29   1 139      61.95       38.5     1396.3
BDP-96-2     29   1 141      61.97       39.9     1396.7
BDP-96-2     29   1 143      61.99       37.1     1397.1
BDP-96-2     29   1 145      62.01       34.8     1397.6
BDP-96-2     29   1 147      62.03       33.9     1398.0
BDP-96-2     29   1 149      62.05       32.5     1398.4
BDP-96-2     29   1 151      62.07       36.8     1398.9
BDP-96-2     29   1 153      62.09       39.5     1399.3
BDP-96-2     29   1 155      62.11       32.0     1399.7
BDP-96-2     29   1 157      62.13       34.8     1400.2
BDP-96-2     29   1 159      62.15       30.6     1400.6
BDP-96-2     29   1 161      62.17       29.4     1401.0
BDP-96-2     29   1 163      62.19       31.6     1401.5
BDP-96-2     29   1 165      62.21       31.4     1401.9
BDP-96-2     29   1 167      62.23       29.0     1402.3
BDP-96-2     29   1 169      62.25       32.4     1402.8
BDP-96-2     29   1 171      62.27       29.5     1403.2
BDP-96-2     29   1 173      62.29       27.6     1403.6
BDP-96-2     29   1 175      62.31       27.5     1404.1
BDP-96-2     29   1 177      62.33       28.6     1404.5
BDP-96-2     29   1 179      62.35       26.2     1404.9
BDP-96-2     29   1 181      62.37       27.2     1405.3
BDP-96-2     29   1 183      62.39       29.0     1405.8
BDP-96-2     29   1 185      62.41       31.1     1406.2
BDP-96-2     29   2   1      62.42       29.8     1406.4
BDP-96-2     29   2   3      62.44       26.2     1406.9
BDP-96-2     29   2   5      62.46       27.0     1407.3
BDP-96-2     29   2   7      62.48       27.8     1407.7
BDP-96-2     29   2   9       62.5       26.9     1408.2
BDP-96-2     29   2  11      62.52       26.6     1408.6
BDP-96-2     29   2  13      62.54       24.0     1409.0
BDP-96-2     29   2  15      62.56       25.0     1409.5
BDP-96-2     29   2  17      62.58       27.8     1409.9
BDP-96-2     29   2  19       62.6       27.7     1410.3
BDP-96-2     29   2  21      62.62       25.6     1410.7
BDP-98       27   1  78      62.72       23.1     1412.9
BDP-98       27   1  88      62.82       16.2     1415.1
BDP-96-1     27   1  12      62.87       10.9     1416.1
BDP-98       27   1  98      62.92        5.8     1417.2
BDP-96-1     27   1  18      62.94        4.2     1417.7
BDP-96-1     27   1  22      62.98        4.9     1418.5
BDP-96-1     27   1  26      63.02        5.2     1419.4
BDP-96-1     27   1  28      63.04        5.2     1419.8
BDP-96-1     27   1  32      63.08        4.9     1420.7
BDP-96-1     27   1  36      63.12        5.6     1421.5
BDP-96-1     27   1  40      63.16        5.0     1422.4
BDP-96-1     27   1  44       63.2        5.2     1423.3
BDP-96-1     27   1  48      63.24        5.4     1424.1
BDP-96-1     27   1  52      63.28        5.2     1425.0
BDP-96-1     27   1  56      63.32        4.6     1425.9
BDP-96-1     27   1  64       63.4        5.7     1427.6
BDP-96-1     27   1  68      63.44        5.2     1428.5
BDP-96-1     27   1  72      63.48        5.4     1429.3
BDP-96-1     27   1  76      63.52        5.5     1430.2
BDP-96-1     27   1  80      63.56        6.0     1431.0
BDP-96-1     27   1  82      63.58        5.9     1431.5
BDP-96-1     27   1  84       63.6        6.8     1431.9
BDP-96-1     27   1  86      63.62        6.8     1432.3
BDP-96-1     27   1  88      63.64        7.6     1432.8
BDP-96-2     30   1  63      63.66        7.4     1433.2
BDP-96-2     30   1  65      63.68        9.7     1433.6
BDP-96-2     30   1  67       63.7       11.7     1434.1
BDP-96-2     30   1  69      63.72       14.7     1434.5
BDP-96-2     30   1  71      63.74       16.7     1434.9
BDP-96-2     30   1  73      63.76       19.5     1435.4
BDP-96-2     30   1  75      63.78       18.2     1435.8
BDP-96-2     30   1  77       63.8       14.0     1436.2
BDP-96-2     30   1  79      63.82       18.7     1436.7
BDP-96-2     30   1  81      63.84       21.3     1437.1
BDP-96-2     30   1  83      63.86       22.6     1437.5
BDP-96-2     30   1  85      63.88       23.1     1438.0
BDP-96-2     30   1  87       63.9       25.6     1438.4
BDP-96-2     30   1  89      63.92       25.4     1438.8
BDP-96-2     30   1  91      63.94       20.4     1439.3
BDP-96-2     30   1  93      63.96       26.9     1439.7
BDP-96-2     30   1  95      63.98       26.8     1440.1
BDP-96-2     30   1  97         64       26.9     1440.6
BDP-96-2     30   1  99      64.02       30.3     1441.0
BDP-96-2     30   1 101      64.04       31.9     1441.4
BDP-96-2     30   1 103      64.06       32.3     1441.8
BDP-96-2     30   1 105      64.08       31.8     1442.3
BDP-96-2     30   1 107       64.1       33.4     1442.7
BDP-96-2     30   1 109      64.12       31.7     1443.1
BDP-96-2     30   1 111      64.14       33.0     1443.6
BDP-96-2     30   1 113      64.16       33.6     1444.0
BDP-96-2     30   1 115      64.18       34.4     1444.4
BDP-96-2     30   1 117       64.2       36.0     1444.9
BDP-96-2     30   2   1     64.225       36.3     1445.4
BDP-96-2     30   2   3     64.245       37.0     1445.8
BDP-96-2     30   2   5     64.265       31.9     1446.3
BDP-96-2     30   2   7     64.285       36.6     1446.7
BDP-96-2     30   2   9     64.305       36.9     1447.1
BDP-96-2     30   2  11     64.325       36.0     1447.6
BDP-96-2     30   2  13     64.345       33.3     1448.1
BDP-96-2     30   2  15     64.365       32.4     1448.6
BDP-96-2     30   2  17     64.385       31.1     1449.1
BDP-96-2     30   2  19     64.405       27.2     1449.6
BDP-96-1     27   1 166     64.425       20.6     1450.1
BDP-96-1     27   1 168     64.445       19.9     1450.6
BDP-96-1     27   1 170     64.465       19.6     1451.1
BDP-96-1     27   1 172     64.485       18.2     1451.6
BDP-96-1     27   1 174     64.505       18.6     1452.1
BDP-96-1     27   1 176     64.525       17.6     1452.6
BDP-96-1     27   1 178     64.545       14.0     1453.1
BDP-96-1     27   1 180     64.565       11.4     1453.6
BDP-96-1     27   1 182     64.585        6.8     1454.1
BDP-96-1     27   1 184     64.605        7.4     1454.6
BDP-96-1     27   1 186     64.625        8.2     1455.1
BDP-96-2     31   1   1      64.66        3.0     1455.9
BDP-96-2     31   1   3      64.68        4.5     1456.4
BDP-96-2     31   1   5       64.7        4.4     1456.9
BDP-96-2     31   1   7      64.72        4.3     1457.4
BDP-96-2     31   1   9      64.74        4.3     1457.9
BDP-96-2     31   1  11      64.76        3.8     1458.4
BDP-96-2     31   1  13      64.78        4.1     1458.9
BDP-96-2     31   1  15       64.8        4.3     1459.4
BDP-96-2     31   1  17      64.82        3.9     1459.9
BDP-96-2     31   1  19      64.84        4.0     1460.4
BDP-96-2     31   1  21      64.86        3.9     1460.9
BDP-96-2     31   1  23      64.88        4.0     1461.4
BDP-96-2     31   1  25       64.9        3.8     1461.9
BDP-96-2     31   1  27      64.92        3.5     1462.4
BDP-96-2     31   1  29      64.94        3.2     1462.9
BDP-96-2     31   1  31      64.96        3.1     1463.4
BDP-96-2     31   1  33      64.98        3.1     1463.8
BDP-96-2     31   1  35         65        3.3     1464.3
BDP-96-2     31   1  37      65.02        3.3     1464.8
BDP-96-2     31   1  39      65.04        3.9     1465.3
BDP-96-2     31   1  41      65.06        3.8     1465.8
BDP-96-2     31   1  43      65.08        3.7     1466.3
BDP-96-2     31   1  45       65.1        3.3     1466.8
BDP-96-2     31   1  47      65.12        3.4     1467.3
BDP-96-2     31   1  49      65.14        3.1     1467.8
BDP-96-2     31   1  51      65.16        3.4     1468.3
BDP-96-2     31   1  53      65.18        3.4     1468.8
BDP-96-2     31   1  55       65.2        5.5     1469.3
BDP-96-2     31   1  57      65.22        5.3     1469.8
BDP-96-2     31   1  59      65.24        3.0     1470.3
BDP-96-2     31   1  61      65.26        3.3     1470.8
BDP-96-2     31   1  63      65.28        3.3     1471.3
BDP-96-2     31   1  65       65.3        3.0     1471.8
BDP-96-2     31   1  67      65.32        5.0     1472.3
BDP-96-2     31   1  69      65.34        3.4     1472.8
BDP-96-2     31   1  71      65.36        3.8     1473.3
BDP-96-2     31   1  73      65.38        3.6     1473.8
BDP-96-2     31   1  75       65.4        5.6     1474.3
BDP-96-2     31   1  77      65.42        7.2     1474.8
BDP-96-2     31   1  79      65.44        6.7     1475.2
BDP-96-2     31   1  81      65.46        9.3     1475.7
BDP-96-2     31   1  83      65.48       11.8     1476.2
BDP-96-2     31   1  85       65.5       15.1     1476.7
BDP-96-2     31   1  87      65.52       17.0     1477.2
BDP-96-2     31   1  89      65.54       16.5     1477.7
BDP-96-2     31   1  91      65.56       23.1     1478.2
BDP-96-2     31   1  93      65.58       24.6     1478.7
BDP-96-2     31   1  95       65.6       24.0     1479.2
BDP-96-2     31   1  97      65.62       25.6     1479.7
BDP-96-2     31   1  99      65.64       28.1     1480.2
BDP-96-2     31   1 101      65.66       26.1     1480.7
BDP-96-2     31   1 103      65.68       27.5     1481.2
BDP-96-2     31   1 105       65.7       25.3     1481.7
BDP-96-2     31   1 107      65.72       31.6     1482.2
BDP-96-2     31   1 109      65.74       31.5     1482.7
BDP-96-2     31   1 111      65.76       28.8     1483.2
BDP-96-2     31   1 113      65.78       31.7     1483.7
BDP-96-2     31   1 115       65.8       33.0     1484.2
BDP-96-2     31   1 117      65.82       34.0     1484.7
BDP-96-2     31   1 119      65.84       33.4     1485.2
BDP-96-2     31   1 121      65.86       29.2     1485.7
BDP-96-2     31   1 123      65.88       31.9     1486.2
BDP-96-2     31   1 125       65.9       30.8     1486.6
BDP-96-2     31   1 127      65.92       30.9     1487.1
BDP-96-2     31   1 129      65.94       29.9     1487.6
BDP-96-2     31   1 131      65.96       29.5     1488.1
BDP-96-2     31   1 133      65.98       31.1     1488.6
BDP-96-2     31   1 135         66       32.1     1489.1
BDP-96-2     31   1 137      66.02       30.4     1490.0
BDP-96-2     31   1 139      66.04       23.1     1490.8
BDP-96-2     31   1 141      66.06       20.2     1491.7
BDP-96-2     31   1 143      66.08       20.6     1492.5
BDP-96-2     31   1 145       66.1       20.1     1493.4
BDP-96-2     31   1 147      66.12       21.0     1494.2
BDP-96-2     31   1 149      66.14       15.2     1495.1
BDP-96-2     31   1 151      66.16       11.2     1495.9
BDP-96-2     31   1 153      66.18       10.8     1496.8
BDP-96-2     31   1 155       66.2        9.7     1497.7
BDP-96-2     31   1 157      66.22        7.3     1498.5
BDP-96-2     31   1 159      66.24        4.8     1499.4
BDP-96-2     31   1 161      66.26        5.4     1500.2
BDP-96-2     31   1 163      66.28        6.6     1501.1
BDP-96-2     31   1 165       66.3        6.8     1501.9
BDP-96-2     31   1 167      66.32        6.5     1502.8
BDP-96-2     31   2   1      66.33        6.3     1503.2
BDP-96-2     31   2   3      66.35        7.5     1504.1
BDP-96-2     31   2   5      66.37        7.7     1504.9
BDP-96-2     31   2   7      66.39        8.5     1505.8
BDP-96-2     31   2   9      66.41        7.5     1506.6
BDP-96-2     31   2  11      66.43        7.5     1507.5
BDP-96-2     31   2  13      66.45        8.6     1508.3
BDP-96-2     31   2  15      66.47        8.6     1509.2
BDP-96-2     31   2  17      66.49        6.7     1509.9
BDP-96-2     31   2  19      66.51        5.2     1510.6
BDP-96-2     31   2  21      66.53        5.9     1511.4
BDP-96-2     31   2  23      66.55        5.7     1512.1
BDP-96-2     32   1   7      66.56        4.9     1512.5
BDP-96-2     32   1   9      66.58        4.5     1513.2
BDP-96-2     32   1  11       66.6        4.9     1513.9
BDP-96-2     32   1  13      66.62        5.4     1514.7
BDP-96-2     32   1  15      66.64        4.9     1515.4
BDP-96-2     32   1  17      66.66        5.0     1516.1
BDP-96-2     32   1  19      66.68        5.5     1516.9
BDP-96-2     32   1  21       66.7        7.0     1517.6
BDP-96-2     32   1  23      66.72       11.8     1518.4
BDP-96-2     32   1  25      66.74       19.2     1519.1
BDP-96-2     32   1  27      66.76       19.3     1519.8
BDP-96-2     32   1  29      66.78       19.8     1520.6
BDP-96-2     32   1  31       66.8       20.9     1521.3
BDP-96-2     32   1  33      66.82       18.5     1522.0
BDP-96-2     32   1  35      66.84       21.3     1522.8
BDP-96-2     32   1  37      66.86       18.3     1523.5
BDP-96-2     32   1  39      66.88       19.6     1524.3
BDP-96-2     32   1  41       66.9       18.9     1525.0
BDP-96-2     32   1  43      66.92       18.8     1525.8
BDP-96-2     32   1  45      66.94       15.5     1526.6
BDP-96-2     32   1  47      66.96       16.0     1527.3
BDP-96-2     32   1  49      66.98       14.2     1528.1
BDP-96-2     32   1  51         67        8.9     1528.8
BDP-96-2     32   1  53      67.02        9.0     1529.6
BDP-96-2     32   1  55      67.04        4.0     1530.4
BDP-96-2     32   1  57      67.06        3.9     1531.1
BDP-96-2     32   1  59      67.08        4.9     1531.9
BDP-96-2     32   1  61       67.1        4.7     1532.6
BDP-96-2     32   1  63      67.12        3.8     1533.4
BDP-96-2     32   1  65      67.14        4.0     1534.2
BDP-96-2     32   1  67      67.16        4.5     1534.9
BDP-96-2     32   1  69      67.18        4.4     1535.7
BDP-96-2     32   1  71       67.2        4.0     1536.4
BDP-96-2     32   1  73      67.22        4.1     1537.2
BDP-96-2     32   1  75      67.24        3.3     1538.0
BDP-96-2     32   1  77      67.26        3.8     1538.7
BDP-96-2     32   1  79      67.28        4.4     1539.5
BDP-96-2     32   1  81       67.3        3.8     1540.2
BDP-96-2     32   1  83      67.32        4.4     1541.0
BDP-96-2     32   1  85      67.34        4.4     1541.8
BDP-96-2     32   1  87      67.36        4.6     1542.5
BDP-96-2     32   1  89      67.38        4.5     1543.3
BDP-96-2     32   1  91       67.4        5.0     1544.0
BDP-96-2     32   1  93      67.42        5.3     1544.8
BDP-96-2     32   1  95      67.44        4.9     1545.6
BDP-96-2     32   1  97      67.46        4.4     1546.3
BDP-96-2     32   1  99      67.48        4.6     1547.1
BDP-96-2     32   1 101       67.5        3.9     1547.8
BDP-96-2     32   1 103      67.52        4.3     1548.6
BDP-96-2     32   1 105      67.54        5.0     1549.4
BDP-96-2     32   1 107      67.56        6.1     1550.1
BDP-96-2     32   1 109      67.58        5.6     1550.9
BDP-96-2     32   1 111       67.6        6.0     1551.6
BDP-96-2     32   1 113      67.62        5.4     1552.4
BDP-96-2     32   1 115      67.64        5.9     1553.2
BDP-96-2     32   1 117      67.66        4.4     1553.9
BDP-96-2     32   1 119      67.68        7.0     1554.7
BDP-96-2     32   1 121       67.7        6.2     1555.4
BDP-96-2     32   1 123      67.72        7.0     1556.2
BDP-96-2     32   1 125      67.74        7.2     1557.0
BDP-96-2     32   1 127      67.76        8.5     1557.7
BDP-96-2     32   1 129      67.78       11.7     1558.5
BDP-96-2     32   1 131       67.8       11.4     1559.2
BDP-96-2     32   1 133      67.82       12.3     1560.0
BDP-96-2     32   1 135      67.84       12.4     1560.8
BDP-96-2     32   1 137      67.86       11.3     1561.5
BDP-96-2     32   1 139      67.88       13.8     1562.3
BDP-96-2     32   1 141       67.9       11.7     1563.3
BDP-96-2     32   1 143      67.92       11.3     1564.3
BDP-96-2     32   1 145      67.94        9.3     1565.3
BDP-96-2     32   1 147      67.96        8.7     1566.3
BDP-96-2     32   1 149      67.98        7.7     1567.3
BDP-96-2     32   1 151         68        8.1     1568.3
BDP-96-2     32   1 153      68.02        8.6     1569.4
BDP-96-2     32   1 155      68.04        8.7     1570.4
BDP-96-2     32   1 157      68.06        8.1     1571.4
BDP-96-2     32   1 158      68.07        7.5     1571.9
BDP-96-2     32   2   1      68.09        4.6     1572.9
BDP-96-2     32   2   3      68.11        5.4     1573.9
BDP-96-2     32   2   5      68.13        6.2     1574.9
BDP-96-2     32   2   7      68.15        5.6     1575.9
BDP-96-2     32   2   9      68.17        5.5     1576.9
BDP-96-2     32   2  11      68.19        5.2     1578.0
BDP-96-2     32   2  13      68.21        5.2     1579.0
BDP-96-2     32   2  15      68.23        5.2     1580.0
BDP-96-2     32   2  17      68.25        5.3     1581.0
BDP-96-2     32   2  19      68.27        5.3     1582.0
BDP-96-1     29   1 122      68.29        4.4     1583.0
BDP-96-1     29   1 126      68.33        5.1     1585.0
BDP-96-1     29   1 128      68.35        4.9     1586.1
BDP-96-1     29   1 130      68.37        4.8     1587.1
BDP-96-1     29   1 132      68.39        4.7     1588.1
BDP-96-1     29   1 136      68.41        4.8     1589.1
BDP-96-1     29   1 138      68.43        4.9     1590.1
BDP-96-1     29   1 140      68.45        5.1     1591.1
BDP-96-1     29   1 142      68.47        5.2     1592.1
BDP-96-1     29   1 144      68.49        5.3     1593.1
BDP-96-1     29   1 146      68.51        5.5     1594.1
BDP-96-2     33   1   9      68.53        5.2     1595.2
BDP-96-2     33   1  11      68.55        5.4     1596.2
BDP-96-2     33   1  13      68.57        5.5     1597.2
BDP-96-2     33   1  15      68.59        6.9     1598.2
BDP-96-2     33   1  17      68.61        8.0     1599.2
BDP-96-2     33   1  19      68.63        9.7     1600.2
BDP-96-2     33   1  21      68.65       11.4     1601.2
BDP-96-2     33   1  23      68.67       10.5     1602.0
BDP-96-2     33   1  25      68.69       10.0     1602.8
BDP-96-2     33   1  27      68.71        9.3     1603.6
